title,tag,info,comments,content
彷徨,豆瓣图书标签: 中国文学,鲁迅 / 人民文学出版社 / 1973-3 / 0.37元,(32752人评价),《彷徨》收入鲁迅1924年至1925年所作的小说，首篇《祝福》写于1924年2月16日，末篇《离婚》写于1925年11月6日，实际的时间跨度是一年半多，19...
许三观卖血记,豆瓣图书标签: 中国文学,余华 / 作家出版社 / 2012-9 / 24.00元,(55130人评价),《许三观卖血记》是余华1995年创作的一部长篇小说。《许三观卖血记》以博大的温情描绘了磨难中的人生，以激烈的故事形式表达了人在面对厄运时求生的欲望。小说讲述...
围城,豆瓣图书标签: 中国文学,钱锺书 / 人民文学出版社 / 1991-2 / 19.00,(384163人评价),《围城》是钱钟书所著的长篇小说。第一版于1947年由上海晨光出版公司出版。1949年之后，由于政治等方面的原因，本书长期无法在中国大陆和台湾重印，仅在香港出...
平凡的世界（全三部）,豆瓣图书标签: 中国文学,路遥 / 人民文学出版社 / 2005-1 / 64.00元,(261341人评价),《平凡的世界》是一部现实主义小说，也是一部小说形式的家族史。作者浓缩了中国西北农村的历史变迁过程，在小说中全景式地表现了中国当代城乡的社会生活。在近十年的广...
野草,豆瓣图书标签: 中国文学,鲁迅 / 人民文学出版社 / 1973-3 / 0.20元,(20559人评价),本书所收散文诗23篇〔包括一首打油诗和一出诗剧〕，最初都曾陆续发表于1924年12月至1926年1月的《语丝》周刊上，《题辞》最初也曾发表于1927年7月2...
三体全集,豆瓣图书标签: 中国文学,刘慈欣 / 重庆出版社 / 2012-1-1 / 168.00元,(63947人评价),三体三部曲 (《三体》《三体Ⅱ·黑暗森林》《三体Ⅲ·死神永生》) ，原名“地球往事三部曲”，是中国著名科幻作家刘慈欣的首个长篇系列，由科幻世界杂志社策划制作...
白鹿原,豆瓣图书标签: 中国文学,陈忠实 / 人民文学出版社 / 2012-9 / 39.00元,(52988人评价),在从清末民初到建国之初的半个世纪里，一阵阵狂风掠过了白鹿原上空，而每一次的变动都震荡着它的内在结构：打乱了再恢复，恢复了再打乱，细腻地反映出白姓和鹿姓两大家...
沉默的大多数,豆瓣图书标签: 中国文学,王小波 / 中国青年出版社 / 1997-10 / 27.00元,(106956人评价),这本杂文随笔集包括思想文化方面的文章，涉及知识分子的处境及思考，社会道德伦理，文化论争，国学与新儒家，民族主义等问题；包括从日常生活中发掘出来的各种真知灼见...
故事新编,豆瓣图书标签: 中国文学,鲁迅 / 人民文学出版社 / 1973-12-01 / 0.31 元,(16228人评价),《故事新编》是鲁迅的一部短篇小说集，收录了鲁迅在1922年～1935年间创作的短篇小说八篇。1936年1月由上海文化生活出版社初版，列为巴金所编的《文学丛刊...
围城,豆瓣图书标签: 中国文学,钱钟书 / 人民文学出版社 / 1991-2-1 / 39.00元,(56911人评价),《围城》是一幅栩栩如生的世井百态图，人生的酸甜苦辣千般滋味均在其中得到了淋漓尽致的体现。钱钟书先生将自己的语言天才并入极其渊博的知识，再添加上一些讽刺主义的...
撒哈拉的故事,豆瓣图书标签: 中国文学,三毛 / 哈尔滨出版社 / 2003-8 / 15.80元,(92611人评价),三毛作品中最脍炙人口的《撒哈拉的故事》，由12篇精彩动人的散文结合而成，其中《沙漠中的饭店》，是三毛适应荒凉单调的沙漠生活后，重新拾笔的第一篇文字，自此之后...
边城,豆瓣图书标签: 中国文学,沈从文、黄永玉 卓雅 插图. / 北岳文艺出版社 / 2002-4 / 12.00元,(185557人评价),《边城》是沈从文的代表作，写于一九三三年至一九三四年初。这篇作品如沈从文的其他湘西作品，着眼于普通人、善良人的命运变迁，描摹了湘女翠翠阴差阳错的生活悲剧，诚...
明朝那些事儿（1-9）,豆瓣图书标签: 中国文学,当年明月 / 中国海关出版社 / 2009-4 / 358.20元,(97414人评价),《明朝那些事儿》讲述从1344年到1644年，明朝三百年间的历史。作品以史料为基础，以年代和具体人物为主线，运用小说的笔法，对明朝十七帝和其他王公权贵和小人...
城南旧事,豆瓣图书标签: 中国文学,林海音 文、关维兴 图 / 中国青年出版社 / 2003-7 / 16.00元,(107624人评价),多少年来，《城南旧事》感动了一代又一代的读者，除了再版无数次的小说版外，1985年，本书在中国大陆搬上银幕，电影“城南旧事”获得“中国电影金鸡奖”、第二届“...
平凡的世界,豆瓣图书标签: 中国文学,"路遥 / 北京出版集团公司,北京十月文艺出版社 / 2012-3-1 / CNY 79.80",(45725人评价),《平凡的世界(套装共3册)》是一部现实主义小说，也是小说化的家族史。作家高度浓缩了中国西北农村的历史变迁过程，作品达到了思想性与艺术性的高度统一，特别是主人...
﻿朝花夕拾,豆瓣图书标签: 随笔,鲁迅 / 人民文学出版社 / 1972-4 / 0.25元,(99034人评价),"《小引》
《狗·猫·鼠》
《阿长与山海经》
《二十四孝图》
《五猖会》
《无常》
《从百草园到三味书屋》
《父亲的病》
《琐记》
《藤野先生》
《范爱农》
..."
撒哈拉的故事,豆瓣图书标签: 随笔,三毛 / 哈尔滨出版社 / 2003-8 / 15.80元,(92611人评价),三毛作品中最脍炙人口的《撒哈拉的故事》，由12篇精彩动人的散文结合而成，其中《沙漠中的饭店》，是三毛适应荒凉单调的沙漠生活后，重新拾笔的第一篇文字，自此之后...
我们仨,豆瓣图书标签: 随笔,杨绛 / 生活·读书·新知三联书店 / 2003-7 / 18.80元,(248684人评价),《我们仨》是钱钟书夫人杨绛撰写的家庭生活回忆录。1998年，钱钟书逝世，而他和杨绛唯一的女儿钱瑗已于此前（1997年）先他们而去。在人生的伴侣离去四年后，杨...
沉默的大多数,豆瓣图书标签: 随笔,王小波 / 中国青年出版社 / 1997-10 / 27.00元,(106956人评价),这本杂文随笔集包括思想文化方面的文章，涉及知识分子的处境及思考，社会道德伦理，文化论争，国学与新儒家，民族主义等问题；包括从日常生活中发掘出来的各种真知灼见...
看见,豆瓣图书标签: 随笔,柴静 / 广西师范大学出版社 / 2013-1-1 / 39.80元,(284468人评价),《看见》是知名记者和主持人柴静讲述央视十年历程的自传性作品，既是柴静个人的成长告白书，某种程度上亦可视作中国社会十年变迁的备忘录。十年前她被选择成为国家电视...
北野武的小酒馆,豆瓣图书标签: 随笔,[日] 北野武 / 姜向明 / 雅众文化/新星出版社 / 2017-12 / 45.00,(25188人评价),"小巷深处的小酒馆内，最好的“下酒菜”非毒舌北野武的奇谈妙论莫属！
时而是令人捧腹不已的灵机妙谈，时而是令人瞠目结舌的率性直言，时而是令人抚掌长叹的严肃正论…..."
目光,豆瓣图书标签: 随笔,陶勇 / 百花洲文艺出版社 / 2020-10 / 49.8,(689人评价),"关于善恶、理想、名利、孤独、生死、自我……《目光》是陶勇医生首部文学随笔，是一个医生的沉思录和成长感悟。
全书内容以陶勇医生的思想观点脉络划分为关于生死善恶..."
浮生六记,豆瓣图书标签: 随笔,（清）沈复 / 人民文学出版社 / 1999-1 / 5.70元,(49057人评价),这是一部自传体文学的作品，原书六卷，已逸其二，现仅存四卷（有所谓“足本”者，后二记系伪作。书中记叙了作者夫妇间平凡的家居生活，坎坷际遇，和各地浪游闻见。文辞...
我的二本学生,豆瓣图书标签: 随笔,黄灯 / 人民文学出版社 / 2020-8-1 / 45,(972人评价),"作者黄灯在一所二本院校从教,长期的课堂教学以及课后的师生交流，使她成为这群学生成长变化的见证者。《我的二本学生》相当于她的教学札记，这里面有她15年一线教学..."
送你一颗子弹,豆瓣图书标签: 随笔,刘瑜 / 上海三联书店 / 2010-1 / 25.00元,(128782人评价),这本书里记录的是作者2005—2009年左右(尤其是2006—2007年)生活里的点点滴滴。在这本书里，被“审视”的东西杂七杂八，有街上的疯老头，有同宿舍的...
我与地坛,豆瓣图书标签: 随笔,史铁生 / 春风文艺出版社 / 2002-5 / 25.00元,(63755人评价),收有“午餐半小时”、“我的遥远的清平湾”、“命若琴弦”、“第一人称”、“两个故事”等15篇史铁生的代表作。
碎片,豆瓣图书标签: 随笔,[意] 埃莱娜·费兰特 / 陈英 / 人民文学出版社 / 2020-10 / 69.00元,(414人评价),"·既是书信、访谈集，更是作家的隐秘的个人史；一本陪伴费兰特所有作品的作品
·和“那不勒斯四部曲”一样，作家在书中对女性和写作、家庭和历史、欲望和记忆的剖析也..."
撒哈拉的故事,豆瓣图书标签: 随笔,三毛 / 北京十月文艺出版社 / 2011-1-7 / 24.00元,(52459人评价),"★三毛——华文世界里的传奇女子，她的足迹遍及世界各地
★此篇是三毛最受欢迎的作品，倾倒了全世界的华文读者
★封面由台湾著名设计师聂永真倾情设计
★全方位、多..."
尼尔·盖曼随笔集,豆瓣图书标签: 随笔,[英] 尼尔·盖曼 / 张雪杉 / 后浪丨四川人民出版社 / 2020-9 / 69.00,(126人评价),"当代幻想文学巨匠尼尔•盖曼首部非虚构作品集大陆初次引进
八十余篇散文随笔，六百页超大容量，一部文艺佳作鉴赏指南
解锁盖曼私人书单，揭秘大师如何阅读、思考和创..."
江城,豆瓣图书标签: 随笔,[美] 彼得·海斯勒 / 李雪顺 / 上海译文出版社 / 2012-1 / 36.00元,(39762人评价),"1996年8月底一个温热而清朗的夜晚，我从重庆出发，乘慢船，顺江而下来到涪陵。
涪陵没有铁路，历来是四川省的贫困地区，公路非常糟糕。去哪里你都得坐船，但多半..."
当我谈跑步时我谈些什么,豆瓣图书标签: 随笔,[日] 村上春树 / 施小炜 / 南海出版公司 / 2009-1 / 25.00,(80291人评价),"他以文字名满全球。
他的“蓝调”令万千人神迷忧伤。
文字是他的符号，“跑者蓝调”何尝不是？
不再是浮华迷茫，不再是旖旎感伤，不再羚羊挂角无迹可寻——写了几十..."
皮囊,豆瓣图书标签: 随笔,蔡崇达 / 天津人民出版社 / 2014-12-1 / 39.80元,(89571人评价),"一部有着小说阅读质感的散文集，也是一本“认心又认人”的书。
作者蔡崇达，本着对故乡亲人的情感，用一种客观、细致、冷静的方式，讲述了一系列刻在骨肉间故事。一个..."
陇关道,豆瓣图书标签: 随笔,胡成 / 商务印书馆 / 2020-8 / 52.00元,(286人评价),陇关道，陕西关中西越陇山以达甘肃陇东的千年古道，因汉置陇关于陇山而得名。由汉而唐，无数出塞的商旅、戍边的士卒，以至取经的和尚、联姻的公主，皆走此道西去，西去...
目送,豆瓣图书标签: 随笔,龙应台 / 生活·读书·新知三联书店 / 2009-10 / 39.00元,(189231人评价),目送共由七十四篇散文组成，是为一本极具亲情、感人至深的文集。由父亲的逝世、母亲的苍老、儿子的离开、朋友的牵挂、兄弟的携手共行，写出失败和脆弱、失落和放手，写...
亲爱的安德烈,豆瓣图书标签: 随笔,龙应台、[德] 安德烈 / 人民文学出版社 / 2008-12 / 26.00,(105828人评价),安德烈十四岁的时候，龙应台离开欧洲，返回台湾，就任台北市首任文化局长。等她卸任回到儿子身边，安德烈已是一个一百八十四公分高的十八岁的小伙子，坐在桌子另一边，...
﻿白夜行,豆瓣图书标签: 日本文学,[日] 东野圭吾 / 刘姿君 / 南海出版公司 / 2013-1-1 / 39.50元,(298922人评价),"东野圭吾万千书迷心中的无冕之王
周刊文春推理小说年度BEST10第1名
本格推理小说年度BEST10第2名
《白夜行》是东野圭吾迄今口碑最好的长篇杰作，具备..."
解忧杂货店,豆瓣图书标签: 日本文学,[日] 东野圭吾 / 李盈春 / 南海出版公司 / 2014-5 / 39.50元,(656934人评价),"现代人内心流失的东西，这家杂货店能帮你找回——
僻静的街道旁有一家杂货店，只要写下烦恼投进卷帘门的投信口，第二天就会在店后的牛奶箱里得到回答。
因男友身患绝..."
嫌疑人X的献身,豆瓣图书标签: 日本文学,[日] 东野圭吾 / 刘子倩 / 南海出版公司 / 2008-9 / 28.00,(427299人评价),"百年一遇的数学天才石神，每天唯一的乐趣，便是去固定的便当店买午餐，只为看一眼在便当店做事的邻居靖子。
靖子与女儿相依为命，失手杀了前来纠缠的前夫。石神提出由..."
往复书简：初恋与不伦,豆瓣图书标签: 日本文学,[日] 坂元裕二 / 蕾克 / 一頁folio | 北京联合出版公司 / 2020-8 / 42.00,(1790人评价),"✉【编辑推荐】
是枝裕和、椎名林檎、满岛光推崇的日剧大神，《东京爱情故事》《四重奏》编剧坂元裕二唯一心碎小说集首度引进；
写给孤独者的深情书简，致艰难生存的..."
人间失格,豆瓣图书标签: 日本文学,太宰治 / 许时嘉 / 吉林出版集团有限责任公司 / 2009-9 / 16.00元,(194315人评价),"第一次，我喝酒喝得如此失态。
悠悠醒来时，枕头边坐着常子。我躺在那位于本所工匠店二楼的房间里。
“财尽情亦绝，你说这句话时我还以为是开玩笑，你是认真的？难怪..."
消失的13级台阶,豆瓣图书标签: 日本文学,[日] 高野和明 / 赵建勋 / 上海文艺出版社 / 2020-5-15 / 42.00元,(6477人评价),"【内容简介】
一对老夫妇惨遭杀害。一切证据都指向树原亮，他却因车祸，恰好丧失了案发前后数小时的记忆……
死刑执行官南乡携手刚假释出狱的纯一调查，希望替这位丧..."
山茶文具店,豆瓣图书标签: 日本文学,[日] 小川糸 / 王蕴洁 / 湖南文艺出版社 / 2018-3 / 49.80,(22607人评价),"★日本全国700多家书店店员投票选出的最想卖的书！ 2016、2017连续两年获日本“书店大奖”重推！
★日本畅销作家小川糸备受好评暖心之作。16封手写书信..."
